Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
2766,217.447,150256,32672716.432,6357,1382310.579,4569179,993554266.013
2298,16.1495,3161,51048.5695,266,4295.767,2212696,35733934.052
2235,73.9095,616683,45578732.188499995,43879,3243074.9505,3265534,241353985.17299998
562,151.883,123314,18729300.262000002,1161,176336.163,3475821,527918120.943
2322,74.3347,86896,6459388.0912,17,1263.6898999999999,3304514,245640056.8358
533,77.6496,703129,54597685.598400004,7712,598833.7152000001,3638869,282556722.30240005
655,136.191,239779,32655741.789,3772,513712.452,4775258,650347162.278
414,208.958,294834,61607922.972,6563,1371391.354,3910244,817076765.752
253,149.505,691842,103433838.21,9042,1351824.21,2962681,442935622.905
853,129.616,640040,82959424.64000002,1510,195720.16000000003,2794869,362259740.304
907,262.418,95743,25124686.574,872,228828.496,4141733,1086865290.394
1114,12.9007,642208,8284932.7456,1936,24975.7552,6081871,78460393.2097
939,1055.11,170165,179542793.14999998,6756,7128323.159999999,3780871,3989234800.8099995
2606,11.2554,5152642,57995046.7668,17342,195191.1468,3267466,36776636.8164
2837,150.956,242870,36662683.72,6228,940153.9679999999,4413447,666236305.3319999
1793,150.359,955402,143653289.31800002,76100,11442319.9,3087410,464219880.19
1046,85.9267,724872,62285858.8824,8774,753920.8658,3180383,273279815.9261
554,46.3771,134471,6236375.0141,1766,81901.9586,3431865,159159946.2915
1970,47.9169,52149845,2498858907.8805,4233,202832.2377,12330916,590859268.8804

weighted_avg,NA,NA,3457390372.804,NA,29837210.528699994,NA,11944468714.4083
weighted_%,NA,NA,0.22404473922352378,NA,0.0019335016678022475,NA,0.7740217591086739
weighted_total,15431696297.741001
