Simpoints,Weight,ICACHE_FIRST_MISS_AFTER_WARMUP_NO_PREF_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_NO_PREF_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_UNUSEFUL_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_UNUSEFUL_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_USEFUL_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_USEFUL_DURING_WARMUP_w_val
2766,217.447,0,0.0,0,0.0,6,1304.682
2298,16.1495,0,0.0,0,0.0,0,0.0
2235,73.9095,0,0.0,0,0.0,0,0.0
562,151.883,0,0.0,0,0.0,21,3189.543
2322,74.3347,0,0.0,0,0.0,3,223.0041
533,77.6496,0,0.0,0,0.0,45,3494.2320000000004
655,136.191,1,136.191,0,0.0,3,408.573
414,208.958,0,0.0,0,0.0,171,35731.818
253,149.505,0,0.0,0,0.0,1,149.505
853,129.616,1,129.616,0,0.0,3,388.84800000000007
907,262.418,0,0.0,0,0.0,2,524.836
1114,12.9007,0,0.0,0,0.0,0,0.0
939,1055.11,0,0.0,0,0.0,85,89684.34999999999
2606,11.2554,1,11.2554,0,0.0,3,33.7662
2837,150.956,0,0.0,0,0.0,1,150.956
1793,150.359,2,300.718,0,0.0,4,601.436
1046,85.9267,0,0.0,0,0.0,19,1632.6073
554,46.3771,0,0.0,0,0.0,1,46.3771
1970,47.9169,0,0.0,0,0.0,0,0.0

weighted_avg,NA,NA,577.7804000000001,NA,0.0,NA,137564.53370000003
weighted_%,NA,NA,0.004182501239857253,NA,0.0,NA,0.9958174987601428
weighted_total,138142.31410000002
