Simpoints,Weight,FDIP_ATTEMPTED_PREF_ONPATH_val,FDIP_ATTEMPTED_PREF_ONPATH_w_val,FDIP_ATTEMPTED_PREF_OFFPATH_val,FDIP_ATTEMPTED_PREF_OFFPATH_w_val
2766,217.447,1689654,367410193.338,509785,110851218.895
2298,16.1495,1276686,20617840.557,32738,528702.331
2235,73.9095,1555987,115002221.1765,329938,24385552.610999998
562,151.883,1197878,181937304.27400002,904922,137442268.12600002
2322,74.3347,1462557,108718735.82789999,266735,19827666.2045
533,77.6496,1552617,120560089.00320001,1672794,129891784.98240001
655,136.191,1192108,162354380.628,164131,22353165.021
414,208.958,1532635,320256344.33,1189943,248648109.394
253,149.505,1298083,194069898.915,655217,97958217.585
853,129.616,1843139,238900304.624,1251077,162159596.432
907,262.418,1425834,374164506.612,1770898,464715511.364
1114,12.9007,413355,5332568.8485,155666,2008200.3662
939,1055.11,1458735,1539125885.85,2004443,2114907853.7299998
2606,11.2554,1582030,17806380.462,181626,2044273.2804
2837,150.956,1426221,215296617.276,816227,123214363.012
1793,150.359,1485598,223373029.682,1101697,165650059.22300002
1046,85.9267,1229208,105621787.0536,345940,29725482.597999997
554,46.3771,1369506,63513716.7126,802443,37214979.2553
1970,47.9169,1349123,64645791.878699996,39940,1913800.986

weighted_avg,NA,NA,4438707597.049,NA,3895440805.3968
weighted_%,NA,NA,0.5325928196510616,NA,0.4674071803489383
weighted_total,8334148402.4458
