Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
2766,217.447,0,0.0,0,0.0,0,0.0,552,120030.744,7674,1668688.278
2298,16.1495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,0,0.0,0,0.0,0,0.0,37,2734.6515,36,2660.7419999999997
562,151.883,0,0.0,0,0.0,0,0.0,626,95078.758,1701,258352.983
2322,74.3347,0,0.0,0,0.0,0,0.0,18,1338.0246,30,2230.041
533,77.6496,6,465.8976,0,0.0,0,0.0,875,67943.40000000001,996,77339.0016
655,136.191,0,0.0,0,0.0,0,0.0,138,18794.358,103,14027.673
414,208.958,48,10029.984,0,0.0,0,0.0,4478,935713.924,10618,2218716.0439999998
253,149.505,0,0.0,0,0.0,0,0.0,888,132760.44,7798,1165839.99
853,129.616,0,0.0,0,0.0,0,0.0,79,10239.664,72,9332.352
907,262.418,0,0.0,0,0.0,0,0.0,498,130684.164,1598,419343.96400000004
1114,12.9007,0,0.0,0,0.0,0,0.0,2,25.8014,21,270.91470000000004
939,1055.11,0,0.0,0,0.0,0,0.0,6007,6338045.77,25045,26425229.95
2606,11.2554,1,11.2554,0,0.0,0,0.0,66,742.8564,44,495.2376
2837,150.956,0,0.0,0,0.0,0,0.0,831,125444.43599999999,7361,1111187.116
1793,150.359,1,150.359,0,0.0,0,0.0,89,13381.951000000001,46,6916.514
1046,85.9267,0,0.0,0,0.0,0,0.0,930,79911.83099999999,8175,702450.7725
554,46.3771,0,0.0,0,0.0,0,0.0,137,6353.6627,402,18643.5942
1970,47.9169,336,16100.078399999999,0,0.0,0,0.0,512,24533.4528,4365,209157.2685

weighted_avg,NA,NA,26757.574399999998,NA,0.0,NA,0.0,NA,8103757.889400001,NA,34310882.4361
weighted_%,NA,NA,0.0006304593091657579,NA,0.0,NA,0.0,NA,0.190939938135711,NA,0.8084296025551233
weighted_total,42441397.8999
