cf_type,addr,target,bpu_hit_uc_hit,bpu_hit_uc_miss,mispred_uc_hit,mispred_uc_miss,misfetch_uc_hit,misfetch_uc_miss,btb_miss_uc_hit,btb_miss_uc_miss,other_recovery_uc_hit,other_recovery_uc_miss,recover_redirect_extra_fetch_latency
2,7ffda9ffd925,0,0,179,0,0,0,0,0,0,0,0,0
1,7ffda9ffd927,7ffda9ffd790,0,179,0,0,0,0,0,1,0,0,2
3,7ffda9ffd919,7ffda9e88a30,0,179,0,0,0,0,0,1,0,0,2
3,7ffda9ffd8a4,7ffda9e88a30,0,116034,0,0,0,0,0,1,0,0,2
2,7ffda9ffd8b1,7ffda9ffd870,0,116033,0,22,0,0,0,1,0,0,46
2,7ffda9ffd8f1,7ffda9ffd790,0,6204,0,2,0,0,0,1,0,0,6
1,7ffda9ffd8b3,7ffda9ffd8c8,0,316,0,0,0,0,0,1,0,0,2
3,7ffda9ffd88e,7ffda9e8e0e0,0,116033,0,0,0,0,0,1,0,0,2
2,7ffda9ffd8da,0,0,6872,0,0,0,0,0,1,0,0,2
2,7ffda9ffd8df,7ffda9ffd790,0,6872,0,38,0,0,0,1,0,0,78
2,7ffda9ffd826,7ffda9ffd836,0,316,0,86,0,0,0,1,0,0,174
2,7ffda9ffd834,0,0,89,0,0,0,0,0,0,0,0,0
2,7ffda9ffd811,7ffda9ffd8c0,0,6872,0,64,0,0,0,1,0,0,130
2,7ffda9ffd7ba,7ffda9ffd790,0,8127,0,4,0,0,0,1,0,0,10
3,7ffda9ffd7b2,7ffda9f75610,0,8127,0,0,0,0,0,1,0,0,2
3,7ffda9ffd7cd,7ffda9e88850,0,6872,0,0,0,0,0,1,0,0,2
2,7ffda9ffd796,0,0,8127,0,0,0,0,0,1,0,0,2
2,7ffda9f7563d,7ffda9f75654,0,8127,0,274,0,0,0,1,0,0,550
2,7ffda9f75643,7ffda9f75657,0,6872,0,1,0,0,0,1,0,0,4
7,7ffff74dde4a,7ffda9e88b1b,0,31941,0,0,0,0,0,0,0,0,0
7,7ffda9f7565b,7ffda9ffd7b7,0,6872,0,0,0,0,0,0,0,0,0
7,7ffda9f75656,7ffda9ffd7b7,0,1255,0,0,0,0,0,0,0,0,0
7,7ffff74ccb2f,7ffda9e88b03,0,31941,0,0,0,0,0,0,0,0,0
3,7ffff74ccb24,7ffff74bcef0,0,31941,0,0,0,0,0,1,0,0,2
2,7ffff74ccb2c,0,0,31941,0,0,0,0,0,5,0,0,10
4,7ffff74bcef4,7ffff72af0e0,0,31941,0,0,0,0,0,1,0,0,2
7,7ffda9e8e186,7ffda9ffd893,0,6570,0,0,0,0,0,0,0,0,0
7,7ffda9e8e0e5,7ffda9ffd893,0,102578,0,0,0,0,0,0,0,0,0
7,7ffda9e8e201,7ffda9ffd893,0,6570,0,0,0,0,0,0,0,0,0
7,7ffda9e8e205,7ffda9ffd893,0,316,0,0,0,0,0,0,0,0,0
2,7ffda9e8e1a1,7ffda9e8e15d,0,6297,0,2,0,0,0,1,0,0,6
2,7ffda9e8e1b5,7ffda9e8e202,0,6886,0,24,0,0,0,1,0,0,50
2,7ffda9e8e18a,7ffda9e8e1a3,0,13180,0,122,0,0,0,1,0,0,246
2,7ffda9e8e1c6,7ffda9e8e1d6,0,6570,0,0,0,0,0,1,0,0,2
2,7ffda9e8e193,7ffda9e8e1a3,0,6523,0,46,0,0,0,1,0,0,94
2,7ffda9e8e127,7ffda9e8e0e5,0,79772,0,2,0,0,0,1,0,0,6
2,7ffda9e8e109,0,0,517379,0,0,0,0,0,4,0,0,8
2,7ffda9e8e14f,7ffda9e8e187,0,13456,0,49,0,0,0,1,0,0,100
2,7ffda9e8e15b,0,0,276,0,0,0,0,0,0,0,0,0
2,7ffda9e8e11d,7ffda9e8e0e5,0,36262,0,0,0,0,0,1,0,0,2
2,7ffda9e8e111,7ffda9e8e100,0,517380,0,508,0,0,0,1,0,0,1018
2,7ffda9e8e0ed,7ffda9e8e121,0,116033,0,1556,0,0,0,1,0,0,3114
2,7ffda9e8e0e3,7ffda9e8e0e6,0,116033,0,1,0,0,0,1,0,0,4
2,7ffda9e8e0f4,7ffda9e8e121,0,102577,0,2993,0,0,0,1,0,0,5988
7,7ffda9e88895,7ffda9ffd7d2,0,6872,0,0,0,0,0,0,0,0,0
7,7ffda9e88b40,7ffda9ffd8a9,0,116212,0,0,0,0,0,0,0,0,0
2,7ffda9e8886c,7ffda9e88884,0,6872,0,0,0,0,0,1,0,0,2
3,7ffda9e88b16,7ffda99e5380,0,31941,0,0,0,0,0,1,0,0,2
