Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
2264,44.9546,47272,2125093.8512,60422,2716246.8412
812,334.908,410766,137568819.528,112577,37702937.916
1358,97.2156,109409,10636261.5804,108718,10569085.6008
1778,40.8635,5,204.3175,41,1675.4035000000001
828,45.4532,612,27817.3584,2528,114905.68960000001
2213,8.07837,50,403.9185,529,4273.45773
1726,65.5195,683,44749.818499999994,793,51956.9635
2054,37.2896,1748,65182.2208,3549,132340.7904
1903,16.1097,87,1401.5439000000001,187,3012.5139
509,133.977,74704,10008617.808,22465,3009793.305
1751,10.0901,0,0.0,8,80.7208
62,40.4224,36926,1492637.5424000002,19997,808326.7328000001
2151,40.7196,307,12500.9172,3027,123258.2292
239,98.774,2331,230242.194,1235,121985.89
1893,44.3029,1,44.3029,18,797.4522000000001
1305,111.513,137226,15302482.938000001,132407,14765101.791000001
1673,34.2884,399,13681.071600000001,322,11040.864800000001
492,45.4197,60261,2737036.5417,38959,1769506.0923
2249,320.874,183748,58959955.752000004,155567,49917405.558000006
264,17.7912,42247,751624.8264,27970,497619.864
2123,26.1783,96,2513.1168,66,1727.7678
116,27.1629,669,18171.9801,293,7958.7297
1159,18.1708,455,8267.714,4769,86656.5452
1270,263.009,51217,13470531.953000002,127138,33438438.242000002
2165,28.2044,692,19517.4448,249,7022.8956
1152,171.372,3089,529368.108,5397,924894.6840000001
792,79.0312,154007,12171358.0184,15298,1209019.2976
1979,51.6033,4785,246921.79049999997,1916,98871.9228
2185,56.1164,26,1459.0264,345,19360.158

weighted_avg,NA,NA,266446867.18340003,NA,158115301.91943
weighted_%,NA,NA,0.6275803323373024,NA,0.3724196676626976
weighted_total,424562169.10283005
