Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2264,44.9546,2577,115848.0042,0,0.0
812,334.908,7863,2633381.6040000003,0,0.0
1358,97.2156,9665,939588.774,0,0.0
1778,40.8635,2,81.727,0,0.0
828,45.4532,254,11545.1128,0,0.0
2213,8.07837,5,40.39185,0,0.0
1726,65.5195,22,1441.4289999999999,0,0.0
2054,37.2896,218,8129.1328,0,0.0
1903,16.1097,9,144.9873,0,0.0
509,133.977,2329,312032.433,0,0.0
1751,10.0901,0,0.0,0,0.0
62,40.4224,497,20089.932800000002,0,0.0
2151,40.7196,126,5130.6696,0,0.0
239,98.774,119,11754.106,0,0.0
1893,44.3029,0,0.0,0,0.0
1305,111.513,12501,1394024.013,0,0.0
1673,34.2884,91,3120.2444,0,0.0
492,45.4197,2784,126448.4448,0,0.0
2249,320.874,15734,5048631.516000001,0,0.0
264,17.7912,1019,18129.2328,0,0.0
2123,26.1783,34,890.0622,0,0.0
116,27.1629,313,8501.9877,0,0.0
1159,18.1708,88,1599.0304,0,0.0
1270,263.009,9567,2516207.103,2,526.018
2165,28.2044,3,84.6132,0,0.0
1152,171.372,204,34959.888000000006,0,0.0
792,79.0312,715,56507.308,0,0.0
1979,51.6033,821,42366.3093,0,0.0
2185,56.1164,6,336.6984,0,0.0

weighted_avg,NA,NA,13311014.755550003,NA,526.018
weighted_%,NA,NA,0.9999604840634944,NA,3.9515936505652036e-05
weighted_total,13311540.773550002
