Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
2264,44.9546,11145,501019.017,5989,269233.0994
812,334.908,82861,27750811.788000003,14717,4928841.036
1358,97.2156,22686,2205433.1015999997,20636,2006141.1216
1778,40.8635,2,81.727,0,0.0
828,45.4532,214,9726.9848,746,33908.0872
2213,8.07837,8,64.62696,38,306.97805999999997
1726,65.5195,209,13693.575499999999,112,7338.183999999999
2054,37.2896,528,19688.9088,398,14841.2608
1903,16.1097,27,434.9619,26,418.8522
509,133.977,17472,2340846.144,2298,307879.146
1751,10.0901,0,0.0,0,0.0
62,40.4224,6025,243544.96000000002,1035,41837.184
2151,40.7196,88,3583.3248,376,15310.5696
239,98.774,424,41880.176,129,12741.846
1893,44.3029,0,0.0,0,0.0
1305,111.513,29913,3335688.369,27494,3065938.4220000003
1673,34.2884,201,6891.968400000001,9,308.59560000000005
492,45.4197,13604,617889.5988,5207,236500.3779
2249,320.874,34917,11203957.458,29345,9416047.530000001
264,17.7912,7982,142009.3584,2159,38411.2008
2123,26.1783,17,445.0311,33,863.8839
116,27.1629,445,12087.4905,21,570.4209
1159,18.1708,104,1889.7631999999999,415,7540.882
1270,263.009,12841,3377298.569,14931,3926987.379
2165,28.2044,190,5358.836,2,56.4088
1152,171.372,1060,181654.32,697,119446.28400000001
792,79.0312,40417,3194204.0104,991,78319.9192
1979,51.6033,2563,132259.2579,693,35761.086899999995
2185,56.1164,2,112.2328,9,505.0476

weighted_avg,NA,NA,55342555.55986001,NA,24566054.803460006
weighted_%,NA,NA,0.6925731195703984,NA,0.3074268804296016
weighted_total,79908610.36332002
