Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
2264,44.9546,49,2202.7754,0,0.0,0,0.0,92,4135.8232,4250,191057.05
812,334.908,0,0.0,0,0.0,0,0.0,359,120231.97200000001,8255,2764665.54
1358,97.2156,9,874.9404,0,0.0,0,0.0,1470,142906.932,12604,1225305.4224
1778,40.8635,0,0.0,0,0.0,0,0.0,0,0.0,3,122.5905
828,45.4532,2,90.9064,0,0.0,0,0.0,31,1409.0492000000002,525,23862.93
2213,8.07837,0,0.0,0,0.0,0,0.0,2,16.15674,28,226.19436
1726,65.5195,0,0.0,0,0.0,0,0.0,0,0.0,26,1703.5069999999998
2054,37.2896,2,74.5792,0,0.0,0,0.0,6,223.7376,423,15773.5008
1903,16.1097,0,0.0,0,0.0,0,0.0,0,0.0,28,451.0716
509,133.977,10,1339.77,0,0.0,0,0.0,203,27197.331000000002,2548,341373.396
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,2,80.8448,0,0.0,0,0.0,6,242.5344,732,29589.1968
2151,40.7196,7,285.0372,0,0.0,0,0.0,27,1099.4292,350,14251.86
239,98.774,0,0.0,0,0.0,0,0.0,0,0.0,133,13136.942000000001
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,111.513,15,1672.6950000000002,0,0.0,0,0.0,2163,241202.619,16689,1861040.4570000002
1673,34.2884,0,0.0,0,0.0,0,0.0,0,0.0,123,4217.4732
492,45.4197,20,908.394,0,0.0,0,0.0,187,8493.4839,3408,154790.3376
2249,320.874,36,11551.464,0,0.0,0,0.0,2139,686349.486,20095,6447963.03
264,17.7912,178,3166.8336,0,0.0,0,0.0,47,836.1864,1451,25815.0312
2123,26.1783,0,0.0,0,0.0,0,0.0,0,0.0,52,1361.2716
116,27.1629,0,0.0,0,0.0,0,0.0,1,27.1629,348,9452.6892
1159,18.1708,3,54.5124,0,0.0,0,0.0,35,635.978,336,6105.3888
1270,263.009,691,181739.219,0,0.0,0,0.0,1753,461054.777,18010,4736792.09
2165,28.2044,0,0.0,0,0.0,0,0.0,0,0.0,3,84.6132
1152,171.372,22,3770.184,0,0.0,0,0.0,2,342.744,302,51754.344000000005
792,79.0312,0,0.0,0,0.0,0,0.0,0,0.0,738,58325.0256
1979,51.6033,19,980.4626999999999,0,0.0,0,0.0,5,258.0165,1020,52635.365999999995
2185,56.1164,0,0.0,0,0.0,0,0.0,0,0.0,36,2020.1904

weighted_avg,NA,NA,208792.61810000002,NA,0.0,NA,0.0,NA,1696663.4190399998,NA,18033876.509260006
weighted_%,NA,NA,0.010471394547140795,NA,0.0,NA,0.0,NA,0.08509128452979876,NA,0.9044373209230604
weighted_total,19939332.546400007
