Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
2264,44.9546,2791,125468.2886,1537,69095.2202
812,334.908,7944,2660509.1520000002,670,224388.36000000002
1358,97.2156,10766,1046623.1495999999,3291,319936.53959999996
1778,40.8635,2,81.727,1,40.8635
828,45.4532,277,12590.5364,278,12635.9896
2213,8.07837,6,48.47022,24,193.88088
1726,65.5195,23,1506.9485,3,196.55849999999998
2054,37.2896,249,9285.1104,179,6674.8384
1903,16.1097,11,177.2067,17,273.8649
509,133.977,2377,318463.329,373,49973.421
1751,10.0901,0,0.0,0,0.0
62,40.4224,530,21423.872000000003,204,8246.169600000001
2151,40.7196,142,5782.1832,232,9446.9472
239,98.774,120,11852.880000000001,13,1284.062
1893,44.3029,0,0.0,0,0.0
1305,111.513,13887,1548581.031,4935,550316.655
1673,34.2884,95,3257.398,28,960.0752000000001
492,45.4197,2905,131944.2285,690,31339.593
2249,320.874,17150,5502989.100000001,5074,1628114.6760000002
264,17.7912,1062,18894.2544,434,7721.3808
2123,26.1783,45,1178.0235,7,183.2481
116,27.1629,314,8529.1506,35,950.7015
1159,18.1708,104,1889.7631999999999,266,4833.4328
1270,263.009,10997,2892309.973,8157,2145364.413
2165,28.2044,3,84.6132,0,0.0
1152,171.372,222,38044.584,82,14052.504
792,79.0312,716,56586.3392,22,1738.6864
1979,51.6033,828,42727.5324,197,10165.8501
2185,56.1164,6,336.6984,30,1683.492

weighted_avg,NA,NA,14461165.543019999,NA,5099811.42328
weighted_%,NA,NA,0.7392864665161639,NA,0.260713533483836
weighted_total,19560976.9663
