Simpoints,Weight,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_val,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_w_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_w_val
2264,44.9546,43,1933.0478,5968,268289.0528
812,334.908,27,9042.516,41922,14040013.176
1358,97.2156,70,6805.092,27279,2651944.3523999997
1778,40.8635,0,0.0,31,1266.7685000000001
828,45.4532,3,136.3596,784,35635.3088
2213,8.07837,0,0.0,28,226.19436
1726,65.5195,0,0.0,3,196.55849999999998
2054,37.2896,3,111.8688,503,18756.6688
1903,16.1097,0,0.0,71,1143.7887
509,133.977,7,937.839,3635,487006.395
1751,10.0901,0,0.0,0,0.0
62,40.4224,5,202.11200000000002,1055,42645.632000000005
2151,40.7196,0,0.0,489,19911.8844
239,98.774,11,1086.5140000000001,152,15013.648000000001
1893,44.3029,0,0.0,0,0.0
1305,111.513,102,11374.326000000001,34971,3899721.123
1673,34.2884,0,0.0,70,2400.188
492,45.4197,19,862.9743,7512,341192.7864
2249,320.874,165,52944.21000000001,54819,17589991.806
264,17.7912,10,177.912,4029,71680.7448
2123,26.1783,0,0.0,21,549.7443
116,27.1629,2,54.3258,156,4237.4124
1159,18.1708,1,18.1708,595,10811.626
1270,263.009,140,36821.26,25109,6603892.981000001
2165,28.2044,0,0.0,0,0.0
1152,171.372,1,171.372,496,85000.512
792,79.0312,0,0.0,711,56191.1832
1979,51.6033,2,103.2066,424,21879.799199999998
2185,56.1164,0,0.0,90,5050.476

weighted_avg,NA,NA,122783.10670000003,NA,46274649.81056001
weighted_%,NA,NA,0.0026463340529843038,NA,0.9973536659470156
weighted_total,46397432.91726001
