Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
2264,44.9546,47588,2139299.5047999998,60159,2704423.7813999997
812,334.908,410387,137441889.396,104524,35005923.792
1358,97.2156,108329,10531268.7324,101527,9870008.221199999
1778,40.8635,4,163.454,41,1675.4035000000001
828,45.4532,560,25453.792,2428,110360.3696
2213,8.07837,43,347.36991,451,3643.34487
1726,65.5195,681,44618.7795,793,51956.9635
2054,37.2896,1703,63504.1888,3447,128537.2512
1903,16.1097,85,1369.3245,238,3834.1086
509,133.977,70544,9451273.488,21767,2916277.359
1751,10.0901,0,0.0,8,80.7208
62,40.4224,36901,1491626.9824,20363,823121.3312
2151,40.7196,303,12338.0388,2911,118534.7556
239,98.774,2339,231032.386,1138,112404.812
1893,44.3029,1,44.3029,18,797.4522000000001
1305,111.513,135563,15117036.819,123749,13799622.237
1673,34.2884,388,13303.899200000002,307,10526.5388
492,45.4197,57545,2613676.6365,37466,1701694.4801999999
2249,320.874,184444,59183284.056,139576,44786309.424
264,17.7912,41798,743636.5776,26808,476946.4896
2123,26.1783,96,2513.1168,48,1256.5584
116,27.1629,782,21241.3878,294,7985.8926
1159,18.1708,426,7740.7608,4692,85257.3936
1270,263.009,51030,13421349.270000001,124627,32778022.643000003
2165,28.2044,691,19489.2404,249,7022.8956
1152,171.372,2833,485496.87600000005,5336,914440.9920000001
792,79.0312,154034,12173491.8608,14975,1183492.22
1979,51.6033,4318,222823.0494,1506,77714.5698
2185,56.1164,27,1515.1428,352,19752.9728

weighted_avg,NA,NA,265460828.43311,NA,147701624.97406998
weighted_%,NA,NA,0.6425095655327929,NA,0.35749043446720713
weighted_total,413162453.40717995
