Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
2264,44.9546,3661,164578.7906,1625,73051.225
812,334.908,23297,7802351.676,1409,471885.37200000003
1358,97.2156,16095,1564685.082,2302,223790.3112
1778,40.8635,8,326.908,16,653.816
828,45.4532,407,18499.452400000002,219,9954.2508
2213,8.07837,5,40.39185,2,16.15674
1726,65.5195,2,131.039,1,65.5195
2054,37.2896,280,10441.088,119,4437.4624
1903,16.1097,51,821.5947,14,225.5358
509,133.977,2867,384112.059,152,20364.504
1751,10.0901,0,0.0,0,0.0
62,40.4224,897,36258.8928,90,3638.016
2151,40.7196,246,10017.0216,212,8632.5552
239,98.774,110,10865.14,20,1975.48
1893,44.3029,0,0.0,0,0.0
1305,111.513,20302,2263936.926,2928,326510.064
1673,34.2884,47,1611.5548000000001,21,720.0564
492,45.4197,5115,232321.7655,656,29795.3232
2249,320.874,29203,9370483.422,5349,1716355.026
264,17.7912,2578,45865.7136,441,7845.9192
2123,26.1783,9,235.6047,10,261.783
116,27.1629,61,1656.9369,74,2010.0546
1159,18.1708,272,4942.4576,184,3343.4272
1270,263.009,16389,4310454.501,5958,1567007.622
2165,28.2044,0,0.0,0,0.0
1152,171.372,304,52097.088,126,21592.872000000003
792,79.0312,639,50500.936799999996,0,0.0
1979,51.6033,232,11971.9656,25,1290.0825
2185,56.1164,37,2076.3068,21,1178.4443999999999

weighted_avg,NA,NA,26351284.315249998,NA,4496600.879139999
weighted_%,NA,NA,0.8542330908325036,NA,0.14576690916749624
weighted_total,30847885.19439
