Simpoints,Weight,FDIP_ATTEMPTED_PREF_ONPATH_val,FDIP_ATTEMPTED_PREF_ONPATH_w_val,FDIP_ATTEMPTED_PREF_OFFPATH_val,FDIP_ATTEMPTED_PREF_OFFPATH_w_val
2264,44.9546,1200619,53973346.8974,1085310,48789676.926
812,334.908,1499017,502032785.43600005,387179,129669344.532
1358,97.2156,1039460,101051727.57599999,839381,81600927.5436
1778,40.8635,1379373,56366008.5855,208378,8515054.403
828,45.4532,1162854,52855435.4328,2690407,122287607.45240001
2213,8.07837,1190610,9618188.1057,293388,2370096.81756
1726,65.5195,1230024,80590557.468,165045,10813665.8775
2054,37.2896,1403688,52342964.0448,91422,3409089.8112
1903,16.1097,822217,13245669.2049,29742,479134.6974
509,133.977,1145039,153408890.10300002,383261,51348158.997
1751,10.0901,1324017,13359463.931699999,67552,681606.4352
62,40.4224,1424386,57577100.646400005,391006,15805400.934400002
2151,40.7196,1324330,53926187.868,2013470,81987693.012
239,98.774,1450417,143263488.75800002,93745,9259568.63
1893,44.3029,673142,29822142.7118,51255,2270745.1395
1305,111.513,1242967,138606979.071,1097601,122396780.31300001
1673,34.2884,1381364,47364761.37760001,324671,11132449.116400002
492,45.4197,975941,44326947.437699996,521286,23676653.7342
2249,320.874,1357766,435671807.484,1646049,528174326.82600003
264,17.7912,1361658,24225529.8096,2738802,48726574.1424
2123,26.1783,1109317,29040033.2211,438285,11473556.2155
116,27.1629,1253479,34048124.729100004,1141978,31019434.2162
1159,18.1708,1385235,25170828.138,636123,11558863.8084
1270,263.009,1313302,345410245.718,2311543,607956612.8870001
2165,28.2044,1108415,31262180.026,38184,1076956.8096
1152,171.372,1169616,200439433.152,873953,149771073.516
792,79.0312,1191635,94176344.012,77340,6112273.007999999
1979,51.6033,1060309,54715443.4197,348351,17976061.158299997
2185,56.1164,1107888,62170686.1632,3056111,171497947.3204

weighted_avg,NA,NA,2940063300.5290003,NA,2311837334.28016
weighted_%,NA,NA,0.5598093918690131,NA,0.4401906081309868
weighted_total,5251900634.80916
