Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
2264,44.9546,39190,1761770.774,0,0.0,0,0.0,455,20454.343,439800,19771033.08
812,334.908,130,43538.04,0,0.0,0,0.0,10775,3608633.7,269720,90331385.76
1358,97.2156,4110,399556.116,0,0.0,0,0.0,81170,7890990.251999999,1553150,150990409.14
1778,40.8635,0,0.0,0,0.0,0,0.0,0,0.0,950,38820.325000000004
828,45.4532,2445,111133.07400000001,0,0.0,0,0.0,1190,54089.308000000005,145820,6627985.624000001
2213,8.07837,0,0.0,0,0.0,0,0.0,0,0.0,13365,107967.41505
1726,65.5195,65,4258.7675,0,0.0,0,0.0,0,0.0,1390,91072.105
2054,37.2896,1040,38781.184,0,0.0,0,0.0,0,0.0,48590,1811901.664
1903,16.1097,0,0.0,0,0.0,0,0.0,0,0.0,4635,74668.4595
509,133.977,7695,1030953.015,0,0.0,585,78376.545,25215,3378230.055,586435,78568801.995
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,1080,43656.192,0,0.0,0,0.0,20,808.4480000000001,97655,3947449.4720000005
2151,40.7196,5135,209095.146,0,0.0,0,0.0,3855,156974.058,121070,4929921.972
239,98.774,0,0.0,0,0.0,0,0.0,0,0.0,8490,838591.26
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,111.513,8610,960126.93,0,0.0,0,0.0,160065,17849328.345000003,2435450,271584335.85
1673,34.2884,0,0.0,0,0.0,0,0.0,0,0.0,11070,379572.58800000005
492,45.4197,2080,94472.976,0,0.0,0,0.0,8285,376302.2145,537605,24417857.8185
2249,320.874,3120,1001126.8800000001,0,0.0,0,0.0,41885,13439807.49,1155105,370643161.77000004
264,17.7912,9260,164746.512,0,0.0,0,0.0,0,0.0,147150,2617975.08
2123,26.1783,0,0.0,0,0.0,0,0.0,0,0.0,6000,157069.8
116,27.1629,0,0.0,0,0.0,0,0.0,0,0.0,24945,677578.5405
1159,18.1708,5955,108207.114,0,0.0,0,0.0,140,2543.912,68690,1248152.252
1270,263.009,247810,65176260.29000001,0,0.0,0,0.0,10145,2668226.305,4637555,1219718702.9950001
2165,28.2044,65,1833.286,0,0.0,0,0.0,0,0.0,2125,59934.35
1152,171.372,6240,1069361.28,0,0.0,0,0.0,135,23135.22,46075,7895964.9
792,79.0312,65,5137.028,0,0.0,0,0.0,0,0.0,64195,5073407.884
1979,51.6033,11975,617949.5175,0,0.0,0,0.0,6085,314006.0805,306320,15807122.855999999
2185,56.1164,0,0.0,0,0.0,0,0.0,0,0.0,6790,381030.35599999997

weighted_avg,NA,NA,72841964.12200001,NA,0.0,NA,78376.545,NA,49783529.731,NA,2278791875.31155
weighted_%,NA,NA,0.030331914704465987,NA,0.0,NA,3.2636553756143646e-05,NA,0.020730217748643514,NA,0.9489052309931345
weighted_total,2401495745.70955
