Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
2264,44.9546,49,2202.7754,0,0.0,0,0.0,89,4000.9593999999997,4496,202115.8816
812,334.908,2,669.816,0,0.0,0,0.0,108,36170.064,5236,1753578.2880000002
1358,97.2156,26,2527.6056,0,0.0,0,0.0,944,91771.5264,11536,1121479.1616
1778,40.8635,0,0.0,0,0.0,0,0.0,0,0.0,4,163.454
828,45.4532,2,90.9064,0,0.0,0,0.0,29,1318.1428,585,26590.122000000003
2213,8.07837,0,0.0,0,0.0,0,0.0,5,40.39185,48,387.76176
1726,65.5195,1,65.5195,0,0.0,0,0.0,0,0.0,29,1900.0654999999997
2054,37.2896,2,74.5792,0,0.0,0,0.0,7,261.0272,436,16258.2656
1903,16.1097,0,0.0,0,0.0,0,0.0,0,0.0,32,515.5104
509,133.977,39,5225.103,0,0.0,3,401.93100000000004,306,40996.962,6660,892286.8200000001
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,2,80.8448,0,0.0,0,0.0,7,282.95680000000004,925,37390.72
2151,40.7196,7,285.0372,0,0.0,0,0.0,14,570.0744,385,15677.046
239,98.774,0,0.0,0,0.0,0,0.0,0,0.0,133,13136.942000000001
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,111.513,37,4125.981,0,0.0,0,0.0,1391,155114.583,15286,1704587.718
1673,34.2884,0,0.0,0,0.0,0,0.0,0,0.0,131,4491.780400000001
492,45.4197,14,635.8758,0,0.0,0,0.0,225,10219.432499999999,6049,274743.76529999997
2249,320.874,39,12514.086000000001,0,0.0,0,0.0,1070,343335.18000000005,16542,5307897.708000001
264,17.7912,209,3718.3608,0,0.0,0,0.0,46,818.3952,1530,27220.536
2123,26.1783,0,0.0,0,0.0,0,0.0,0,0.0,54,1413.6282
116,27.1629,0,0.0,0,0.0,0,0.0,1,27.1629,345,9371.2005
1159,18.1708,4,72.6832,0,0.0,0,0.0,21,381.5868,357,6486.9756
1270,263.009,2056,540746.5040000001,0,0.0,0,0.0,1620,426074.58,18029,4741789.261
2165,28.2044,1,28.2044,0,0.0,0,0.0,0,0.0,4,112.8176
1152,171.372,24,4112.928,0,0.0,0,0.0,16,2741.952,610,104536.92000000001
792,79.0312,1,79.0312,0,0.0,0,0.0,0,0.0,833,65832.9896
1979,51.6033,39,2012.5286999999998,0,0.0,0,0.0,33,1702.9089,1481,76424.4873
2185,56.1164,0,0.0,0,0.0,0,0.0,0,0.0,32,1795.7248

weighted_avg,NA,NA,579268.3702000001,NA,0.0,NA,401.93100000000004,NA,1115827.8861500002,NA,16408185.550760001
weighted_%,NA,NA,0.03199726522953913,NA,0.0,NA,2.22016140921583e-05,NA,0.06163540538443426,NA,0.9063451277719344
weighted_total,18103683.738110002
