Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
2264,44.9546,10820,486408.772,5275,237135.51499999998
812,334.908,80143,26840531.844,11196,3749629.9680000003
1358,97.2156,21299,2070595.0643999998,15372,1494398.2031999999
1778,40.8635,2,81.727,0,0.0
828,45.4532,215,9772.438,611,27771.9052
2213,8.07837,12,96.94044,40,323.1348
1726,65.5195,195,12776.302499999998,94,6158.833
2054,37.2896,492,18346.4832,362,13498.8352
1903,16.1097,19,306.0843,27,434.9619
509,133.977,17276,2314586.6520000002,1804,241694.508
1751,10.0901,0,0.0,0,0.0
62,40.4224,5354,216421.5296,971,39250.150400000006
2151,40.7196,92,3746.2032,361,14699.775599999999
239,98.774,436,43065.464,127,12544.298
1893,44.3029,0,0.0,0,0.0
1305,111.513,27876,3108536.3880000003,20692,2307426.9960000003
1673,34.2884,168,5760.4512,4,137.1536
492,45.4197,13089,594498.4532999999,3992,181315.4424
2249,320.874,32779,10517928.846,23878,7661829.372
264,17.7912,7461,132740.1432,1850,32913.72
2123,26.1783,21,549.7443,39,1020.9537
116,27.1629,438,11897.3502,10,271.629
1159,18.1708,93,1689.8844,324,5887.3392
1270,263.009,12195,3207394.7550000004,14565,3830726.0850000004
2165,28.2044,211,5951.1284,3,84.6132
1152,171.372,1018,174456.69600000003,575,98538.90000000001
792,79.0312,40057,3165752.7783999997,906,71602.2672
1979,51.6033,2181,112546.79729999999,487,25130.807099999998
2185,56.1164,2,112.2328,8,448.9312

weighted_avg,NA,NA,53056551.15314001,NA,20054874.297900006
weighted_%,NA,NA,0.7256943880634634,NA,0.2743056119365366
weighted_total,73111425.45104001
