Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
4118,2431.67,191813,466425917.71000004,13041,31711408.470000003
1010,22.174,191273,4241287.502,14071,312010.354
1362,2347.06,191579,449647407.74,12995,30500044.7
5198,1186.62,193838,230012047.55999997,12041,14288091.419999998

weighted_avg,NA,NA,1150326660.512,NA,76811554.944
weighted_%,NA,NA,0.9374059466353942,NA,0.0625940533646058
weighted_total,1227138215.456
