Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
4118,2431.67,63260,153827444.20000002,0,0.0
1010,22.174,62675,1389755.45,0,0.0
1362,2347.06,63401,148805951.06,0,0.0
5198,1186.62,62921,74663317.02,0,0.0

weighted_avg,NA,NA,378686467.73,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,378686467.73
