Simpoints,Weight,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_val,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_w_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_w_val
4118,2431.67,6273,15253865.91,198581,482883460.27000004
1010,22.174,6016,133398.78399999999,199328,4419899.072
1362,2347.06,6411,15047001.66,198163,465100450.78
5198,1186.62,6208,7366536.959999999,199671,236933602.01999998

weighted_avg,NA,NA,37800803.314,NA,1189337412.142
weighted_%,NA,NA,0.03080403074233441,NA,0.9691959692576657
weighted_total,1227138215.4559999
