Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
4118,2431.67,251817,612335844.39,152499,370827243.33
1010,22.174,245946,5453606.604,152028,3371068.872
1362,2347.06,250869,588804595.14,152702,358400756.12
5198,1186.62,249037,295512284.94,153909,182631497.57999998

weighted_avg,NA,NA,1502106331.074,NA,915230565.902
weighted_%,NA,NA,0.6213889065082654,NA,0.3786110934917346
weighted_total,2417336896.976
