Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
4118,2431.67,8384420,20388142581.4
1010,22.174,8428370,186890676.38
1362,2347.06,8075110,18952767676.6
5198,1186.62,8193680,9722784561.599998

weighted_avg,NA,NA,49250585495.98
weighted_%,NA,NA,1.0
weighted_total,49250585495.98
