Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
4118,2431.67,838544024,2039062346840.08
1010,22.174,924422815,20498151499.81
1362,2347.06,806460435,1892811028571.0999
5198,1186.62,813704846,965558444360.5199

weighted_avg,NA,NA,4917929971271.51
weighted_%,NA,NA,1.0
weighted_total,4917929971271.51
