Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
4118,2431.67,1130676,2749430908.92,1348748,3279710049.1600003
1010,22.174,1142352,25330513.248,1349817,29930842.158
1362,2347.06,1132000,2656871920.0,1359793,3191515758.58
5198,1186.62,1136598,1348709918.76,1309687,1554100787.9399998

weighted_avg,NA,NA,6780343260.928,NA,8055257437.838
weighted_%,NA,NA,0.4570319327542954,NA,0.5429680672457046
weighted_total,14835600698.766
