Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
4118,2431.67,404316,983163087.72,77042,187340720.14000002
1010,22.174,397974,8824675.476,88355,1959183.77
1362,2347.06,403571,947205351.26,94105,220870081.29999998
5198,1186.62,402946,478143782.52,78684,93368008.08

weighted_avg,NA,NA,2417336896.976,NA,503537993.29
weighted_%,NA,NA,0.827607134092572,NA,0.17239286590742803
weighted_total,2920874890.266
